jobTitle,department,earnings,year,serviceArea,hourlyWage,status
skate instructor/group,recreation,580.9,2016,community and operation services,NA,part time
fitness instructor,recreation,580.86,2016,community and operation services,NA,part time
intern,cultural services,580.5,2016,community and operation services,NA,part time
adult sports scorekeeper,recreation,577.55,2016,community and operation services,NA,part time
youth instructor,recreation,577,2016,community and operation services,NA,part time
lcc professional stage hand,cultural services,573.3,2016,community and operation services,NA,part time
fitness instructor,recreation,572.58,2016,community and operation services,NA,part time
facility attendant,recreation,570.6,2016,community and operation services,NA,part time
lcc professional stage hand,cultural services,566.8,2016,community and operation services,NA,part time
adult sports scorekeeper,recreation,565.08,2016,community and operation services,NA,part time
lcc stage hand,cultural services,563.4,2016,community and operation services,NA,part time
aqua-fitness instructor,recreation,560,2016,community and operation services,NA,part time
youth sports official,recreation,560,2016,community and operation services,NA,part time
youth sports official,recreation,560,2016,community and operation services,NA,part time
water safety instructor,recreation,559.22,2016,community and operation services,NA,part time
skate guard,recreation,552.12,2016,community and operation services,NA,part time
exhibit worker,cultural services,550,2016,community and operation services,NA,part time
fitness instructor-additional,recreation,550,2016,community and operation services,NA,part time
specialized instructor,recreation,549.12,2016,community and operation services,NA,part time
fitness instructor,recreation,548.16,2016,community and operation services,NA,part time
youth sports official,recreation,545,2016,community and operation services,NA,part time
lcc professional stage hand,cultural services,543.4,2016,community and operation services,NA,part time
arts / crafts instr - sr ctr,recreation,540,2016,community and operation services,NA,part time
fitness instructor,recreation,540,2016,community and operation services,NA,part time
youth sports track&field coach,recreation,540,2016,community and operation services,NA,part time
lifeguard,recreation,534.79,2016,community and operation services,NA,part time
general interest instructor,recreation,532,2016,community and operation services,NA,part time
swim instructor,recreation,527.9,2016,community and operation services,NA,part time
skate guard,recreation,525.86,2016,community and operation services,NA,part time
skate instructor/group,recreation,525,2016,community and operation services,NA,part time
youth instructor,recreation,525,2016,community and operation services,NA,part time
aqua-fitness instructor,recreation,520,2016,community and operation services,NA,part time
fitness instructor - sr ctr,recreation,520,2016,community and operation services,NA,part time
facility attendant,recreation,509.5,2016,community and operation services,NA,part time
lcc professional stage hand,cultural services,508.3,2016,community and operation services,NA,part time
playground asst. leader,recreation,507.76,2016,community and operation services,NA,part time
lcc professional stage hand,cultural services,504.4,2016,community and operation services,NA,part time
waste reduct/rec prog asst ii,parks,504,2016,community and operation services,NA,part time
lifeguard/water safety instr.,recreation,501.3,2016,community and operation services,NA,part time
youth instructor,recreation,495,2016,community and operation services,NA,part time
arts / crafts instr - sr ctr,recreation,492.25,2016,community and operation services,NA,part time
